sketch,Cosine of initial angle,Sine of initial angle,Length of bounding box diagonal,Angle of bounding box diagonal,Distance between first and last points,Cosine of angle between first and last points,Sine of angle between first and last points,Total gesture length,Total angle traversed,Absolute sum of angles traversed,Squared sum of angles traversed,Maximum speed of gesture,Total duration of gesture,drop_this
d,6.123233995736766e-17,1.0,104.65180361560904,1.115695518226702,84.29116205154607,-0.0830454798537399,0.9965457582448796,211.40864939859188,9.42477796076938,10.703637947787552,12.991329552087931,0.5377777777777778,969.0,16
d,0.1414213562373094,0.9899494936611666,76.89603370785778,1.2120256565243244,70.25667228100119,-0.0854011413464359,0.996346649041751,133.41987516700488,1.2490457723982544,17.283349921603662,15.6197848918131,0.33203125,734.0,17
d,-0.242535625036333,-0.970142500145332,196.7739820199815,1.1071487177940904,58.2494635168428,0.978549784986749,0.2060104810498419,525.6582201301752,12.300118565208246,13.750993326540334,5.356338318269751,3.30078125,984.0,18
d,-0.9486832980505138,-0.316227766016838,134.71822445385777,1.0673027094546843,55.90169943749474,0.733430296619931,0.679764665159936,359.3625180979352,10.276744287942652,12.905795882586087,6.49995383631759,1.87890625,813.0,19
d,0.447213595499958,0.8944271909999159,132.4009063413087,1.1916924733070886,98.2496819333274,0.0712470499879096,0.997458699830735,247.8811942509395,8.961130351768574,12.90386998756615,13.934223629610356,0.3955555555555555,782.0,2
d,-0.8944271909999159,-0.4472135954999581,139.97856978837868,1.1039538404855154,48.010415536631214,0.5832067830913987,0.812323733591591,377.82116005580014,11.05433011028,18.23090848322224,12.355850422851674,1.328125,1094.0,20
d,0.3162277660168379,0.9486832980505138,86.53900854527974,1.1795607476677226,71.11258679024411,-0.0562488327389711,0.9984167811167356,179.86477300029333,8.63937979737193,14.058017991768669,16.659306055717696,0.2844444444444444,750.0,3
d,6.123233995736766e-17,1.0,87.23531395025755,1.132784126315768,70.25667228100119,-0.0854011413464359,0.996346649041751,170.5906465250115,9.424777960769378,12.171579494659408,14.273506341425165,0.2844444444444444,719.0,4
d,6.123233995736766e-17,1.0,108.30050784737809,1.0699757668304135,85.98837130682264,-0.1511832332957391,0.9885057561644476,246.35219221302228,8.317629242975288,13.871932370042972,16.077890092924694,0.4844444444444444,672.0,5
d,6.123233995736766e-17,1.0,95.50916186418976,1.2622900310629834,85.05292469985967,-0.0352721556676221,0.9993777439159623,178.60027511610198,3.141592653589793,11.149118070103832,9.106376226567289,1.0,687.0,6
d,6.123233995736766e-17,1.0,105.11898020814318,1.1284221038181517,80.50465825031493,-0.1117947730678653,0.9937313161588018,210.98263780187847,3.1415926535897927,13.01644718734438,11.635602348094537,0.59765625,672.0,7
d,6.123233995736766e-17,1.0,88.76936408468859,1.1777383076129642,74.06078584514209,-0.0405072666427395,0.9991792438542416,177.85623021126017,9.42477796076938,12.92607761394413,15.37884837475288,0.31640625,687.0,8
d,6.123233995736766e-17,1.0,90.24965373894794,1.1964627107873127,76.02631123499285,-0.0263066820882328,0.9996539193528472,214.80862034276632,1.5707963267948966,11.701996776743917,12.500045309985088,0.5625,719.0,9
e,1.0,0.0,85.47514258543241,1.0705158985700445,52.32590180780452,0.7071067811865476,0.7071067811865475,181.46929184466856,6.746832916180392,7.233543492039476,3.197342940600139,0.4488888888888889,500.0,1
e,1.0,0.0,61.61168720299745,0.9467732738181398,36.40054944640259,0.7966912709023963,0.6043864813742317,157.453729551963,6.283185307179586,19.306147129463977,14.997805265221968,0.140625,922.0,10
e,1.0,0.0,116.51609330903608,0.882651361649014,54.644304369257,0.567305236251496,0.8235076010102361,248.1071047665418,6.283185307179585,9.746353987916711,4.787046933127883,0.48828125,719.0,11
e,6.123233995736766e-17,1.0,122.61321299109652,0.9126143804653364,71.19691004531025,0.491594368038244,0.8708243090963179,255.3092213127523,7.853981633974482,8.816515495771345,3.6904038837695095,0.625,578.0,12
e,0.970142500145332,0.2425356250363329,93.40770846134704,0.914447959131705,67.62396025078685,0.6210816379910448,0.7837458765125088,206.5813516028964,6.5281639703064505,7.499334422465694,2.909720534025218,0.4140625,672.0,13
e,1.0,0.0,110.4536101718726,1.0179551052023574,68.26419266350405,0.8496401661981191,0.5273628617781428,258.1811425501402,6.283185307179587,7.242518181400197,3.0621305921155915,0.6444444444444445,609.0,14
e,0.8574929257125442,0.5144957554275266,147.41099009232656,0.9395062799628748,92.78469701410896,0.5065490486308656,0.8622111466057285,315.92456952411464,7.0685834705770345,7.320833278983147,3.233712594498153,0.953125,593.0,15
e,1.0,0.0,87.69264507357501,0.769270529553812,51.884487084291386,0.8865848461654546,0.4625660066950198,157.36244852569664,7.3135621337039,9.13306844959232,4.847602724202203,0.2577777777777778,719.0,16
e,1.0,0.0,112.8007092176286,0.9237491335745736,76.66159403508382,0.8609265282143156,0.508729312126641,273.63392309522453,6.68807709346467,6.936787082558193,2.624454878289121,0.5155555555555555,594.0,17
e,1.0,0.0,114.80853626799708,0.9151007005533603,77.38862965578342,0.9045256429962996,0.4264192316982556,259.07405739888463,7.265979030426914,8.46288847757135,5.110402548918237,0.703125,687.0,18
e,0.8944271909999159,-0.4472135954999579,97.83659846908007,0.7130608328588534,74.43117626371358,0.9942070475658492,-0.1074818429800918,216.30808101805144,6.746832916180393,13.84216906961788,6.82339239477875,0.2222222222222222,829.0,19
e,1.0,0.0,84.81155581640984,0.9107872837389646,54.405882034941776,0.8087360843031886,0.5881716976750462,197.10343718557297,7.068583470577035,7.6888747896201775,3.13093644205068,0.3244444444444444,578.0,2
e,0.7071067811865476,0.7071067811865475,164.05486887014357,0.7767776872853119,131.03434664239754,0.892895664365784,-0.4502636256203526,392.03596600297857,8.930836591849799,10.25313477793582,5.183938319935815,3.40625,719.0,20
e,0.8320502943378437,0.554700196225229,91.0494371207203,0.8943401203873141,65.73431371817918,0.8367015168942039,0.547659174694388,231.73341882582423,7.0685834705770345,9.738646918153211,3.92417869930505,0.25,625.0,3
e,1.0,0.0,111.5212984142491,0.8806504408162148,58.25804665451803,0.7724254859909581,0.6351053995925655,254.46057073146628,6.871187910727154,8.19949829472584,3.1136928306415723,0.8222222222222222,579.0,4
e,0.7071067811865476,0.7071067811865475,108.72442227944924,0.9751408114291862,78.89233169326408,0.5070201265633938,0.8619342151577696,226.90878014699103,7.853981633974482,9.755614091120378,5.906265888017589,0.3777777777777777,609.0,5
e,1.0,0.0,89.40357934669059,0.936243525018388,71.449282711585,0.6858011464970941,0.7277889717928345,172.78009411864826,6.283185307179586,10.463910348843337,6.406489822117014,0.33203125,640.0,6
e,0.447213595499958,0.8944271909999159,87.23531395025755,1.132784126315768,80.06247560499239,0.4621390947558063,0.8868074520989795,167.11764123155987,7.068583470577034,13.5210396280004,10.914264693292898,0.3777777777777777,688.0,7
e,0.7071067811865476,-0.7071067811865475,126.26955294131676,1.0575440539286356,81.34494452638098,0.6884263100313337,0.7253062909258694,272.4613960869171,5.176036589385495,14.701266519819924,11.739529906371196,0.9111111111111112,875.0,8
e,1.0,0.0,63.41135544995076,0.9083700329617456,34.40930106817051,0.813733471206735,0.5812381937190965,158.2715697175094,6.283185307179587,10.455523055274554,7.906765770694565,0.28515625,735.0,9
f,6.123233995736766e-17,-1.0,215.59452683219956,1.0884786881972366,49.8196748283246,0.1806515203283325,0.9835471662320328,482.20257354146617,-1.5707963267948972,12.66275628498451,4.972041343769338,0.9140625,1000.0,1
f,-0.8944271909999159,-0.4472135954999581,198.40362899906847,1.3160380243590015,113.017697729161,-0.0176963434947406,0.9998434074528452,331.22338278717194,-0.7853981633974487,12.761288252544231,8.33595142878326,2.91015625,625.0,10
f,-0.813733471206735,-0.5812381937190965,174.83706700811473,0.9478872726146516,78.2368199762746,-0.5751767519902562,0.8180291583861418,315.40669213659805,0.6202494859828214,12.54616996505068,14.626316936188507,1.2844444444444445,719.0,11
f,-1.0,1.2246467991473532e-16,186.01075237738277,1.2762499437954675,112.36102527122117,0.0800989487081973,0.996786917257566,318.00266936107107,-3.1415926535897927,8.457262903933795,3.9642848853004784,2.795555555555556,609.0,12
f,-0.4472135954999579,-0.8944271909999159,164.39586369492392,1.164307097779155,84.40379138403677,-0.2369561801910073,0.9715203387831296,279.8224544332523,-1.5707963267948966,14.43453989118063,9.13808704732607,1.4444444444444444,718.0,13
f,6.123233995736766e-17,-1.0,174.92855684535903,1.1839206090638683,61.20457499239743,0.0816932394452714,0.9966575212323124,345.075297591588,-1.5707963267948966,13.662781570100416,5.903001534018704,0.8711111111111111,891.0,14
f,-0.7071067811865475,-0.7071067811865476,219.04565734111236,1.0499514599355544,93.7709976485267,-0.1279713376301967,0.9917778666340252,446.5070804951848,-2.356194490192345,11.421652100294729,4.678440056812367,1.1377777777777778,860.0,15
f,6.123233995736766e-17,-1.0,54.62600113499065,1.1562894522101106,17.08800749063506,-0.3511234415883916,0.9363291775690444,105.4318136433344,-1.5707963267948966,12.033866516057316,8.934533902572776,0.19140625,671.0,16
f,6.123233995736766e-17,-1.0,169.49926253526883,1.099233315825357,31.38470965295043,-0.3823517927262997,0.9240168324218908,349.7072090701688,-1.1071487177940895,10.887509056400424,4.228353710678062,1.1377777777777778,750.0,17
f,6.123233995736766e-17,-1.0,185.52627846210896,1.3755149286999973,2.8284271247461903,0.7071067811865476,-0.7071067811865475,402.38591444556425,7.853981633974483,15.491695392581036,11.498530070633851,1.04,984.0,18
f,0.9486832980505138,-0.3162277660168379,341.287269027135,1.2703585781637017,18.788294228055936,0.904818702200994,0.4257970363298796,713.9881635038564,7.0685834705770345,11.34498441511013,7.402701636485172,4.36,828.0,19
f,-0.5547001962252289,-0.8320502943378438,190.51771571168916,1.1141908549024029,66.06814663663572,-0.0454076609186498,0.9989685402102996,396.7821114136764,2.220446049250313e-16,12.655516605893014,7.91896191698062,1.7644444444444445,687.0,2
f,0.8,-0.6,202.0,1.3714590218125726,9.486832980505138,0.3162277660168379,-0.9486832980505138,442.0094373508172,9.424777960769385,13.562002939482596,10.41500042535454,2.0703125,968.0,20
f,-0.5547001962252289,-0.8320502943378438,140.80127840328723,0.9315565558439104,31.622776601683796,0.3162277660168379,0.9486832980505138,299.9396237575597,-0.7853981633974496,14.974428045597094,9.68395722573924,0.67578125,766.0,3
f,-0.4472135954999579,-0.8944271909999159,169.0266251216062,0.9450448330581098,56.72741841473134,-0.6522419146504224,0.7580108737829235,328.0410301886636,-3.141592653589794,12.298149049174626,5.824112997715674,1.0044444444444445,781.0,4
f,6.123233995736766e-17,-1.0,158.80806024884254,1.028217002668906,47.67598976424087,0.167799348048362,0.985821169784127,342.7121861496912,-1.5707963267948966,9.644505990609266,5.996147955907052,1.7822222222222222,766.0,5
f,6.123233995736766e-17,-1.0,185.8090417606205,1.058993204734175,85.47514258543241,-0.1052937699519425,0.9944411606572344,364.4034544915229,-1.5707963267948966,10.915475946002244,4.166197511338587,1.1377777777777778,828.0,6
f,0.7071067811865476,-0.7071067811865475,164.20109622045769,1.137112499173448,65.06919393998976,-0.0461047666084007,0.9989366098486856,334.8477272505043,3.8857805861880484e-16,15.774932752743304,9.830211957914411,0.828125,843.0,7
f,-0.7071067811865475,-0.7071067811865476,134.03357788255897,0.9496795383409024,57.0087712549569,-0.2631174057921088,0.964763821237732,255.2052836936404,-2.356194490192345,11.378573062026502,5.648021776560721,0.7688888888888888,890.0,8
f,6.123233995736766e-17,-1.0,157.84802817900513,1.1808784628640443,34.92849839314596,0.2290393337255472,0.973417168333576,324.6459221174787,-4.71238898038469,12.479479548759375,10.575257583309902,2.56,688.0,9
g,-0.8944271909999159,-0.4472135954999581,170.3936618539551,1.1150225708181911,89.1852005660132,0.504568019294769,0.863371944126605,409.2823474481434,3.141592653589793,15.50830862857819,14.71034427953158,0.8755555555555555,1015.0,1
g,6.123233995736766e-17,1.0,156.16977940690063,1.1902899496825317,47.88527957525152,0.4803146228655842,0.8770962678415019,401.8699575723938,-3.141592653589794,19.098169420069325,15.971481551292598,2.6,891.0,10
g,-0.9805806756909202,-0.1961161351381838,204.84628383253624,1.1748786585668256,72.20110802473879,0.512457509479251,0.8587125834517179,553.5091692431762,6.425082361783751,17.252113053363196,18.90199116898069,1.953125,922.0,11
g,-0.8682431421244591,-0.496138938356834,125.39936203984452,1.0071252037138496,32.89376840679705,-0.3344098451707648,0.9424277454812464,332.8086839911164,5.497787143782138,19.278462675069065,19.785825356206008,0.64,860.0,12
g,-0.242535625036333,-0.970142500145332,202.3857702507763,1.2490457723982544,61.032778078668514,0.3113081297972354,0.9503090278020868,491.78109410778137,6.283185307179588,18.105214130832405,22.70029041675749,2.7265625,1000.0,13
g,-0.8320502943378437,-0.5547001962252291,200.9601950635996,1.209696016009649,43.04648650006177,0.51107539287715,0.8595358880206613,530.3126717741902,3.926990816987241,14.627991178163573,9.093062607533938,3.928888888888889,937.0,14
